identifier	name	url	n_genes	n_coding_genes	source	license	genes	coding_genes
WP5223	2q21 1 copy number variation syndrome	https://www.wikipathways.org/instance/WP5223	18	16	wikipathways	CC BY 3.0	100616378|101927994|11075|113457|130074|146849|205147|324|344561|387|445582|50649|55041|5879|653784|6774|90557|996	11075|113457|130074|146849|205147|324|344561|387|445582|50649|55041|5879|653784|6774|90557|996
WP5224	2q37 copy number variation syndrome	https://www.wikipathways.org/instance/WP5224	145	136	wikipathways	CC BY 3.0	100422942|100423043|100506749|100616360|100616397|100616417|100616493|10123|10203|10267|10325|10494|1058|10670|10691|10920|11132|11337|11345|116987|117581|124404|1293|129807|130916|140739|150677|150678|150681|151176|151507|1841|189|19|1915|1956|23157|23178|23192|23677|23710|25992|26146|2637|27128|27185|2817|285093|285193|2859|2997|3069|3280|3394|339766|339768|3553|3597|3611|3651|3690|3705|3725|375|375316|375318|377007|381|389090|401036|406941|4134|414061|4205|4208|429|440738|4644|4654|4656|4705|4735|4738|4792|50636|51052|51078|51281|5133|5154|51540|51665|5414|54575|54576|54577|54578|54600|54657|54658|547|5510|55230|55355|55502|5617|57007|57140|57817|58528|5873|5879|6194|6373|6387|64090|64121|64284|653437|666|6694|7124|7157|7187|728294|7852|79054|79083|796|79781|79919|801|80895|81631|84289|84557|8527|8837|8864|9208|9265|9266|9267|9759|9855	10123|10203|10267|10325|10494|1058|10670|10691|10920|11132|11337|11345|116987|117581|124404|1293|129807|130916|140739|150677|150678|150681|151176|1841|189|19|1915|1956|23157|23178|23192|23677|23710|25992|26146|2637|27128|27185|2817|285093|285193|2859|2997|3069|3280|3394|339766|339768|3553|3597|3611|3651|3690|3705|3725|375|375316|375318|377007|381|389090|401036|4134|414061|4205|4208|429|440738|4644|4654|4656|4705|4735|4738|4792|50636|51052|51078|51281|5133|5154|51540|51665|5414|54575|54576|54577|54578|54600|54657|54658|547|5510|55230|55355|55502|5617|57007|57140|57817|58528|5873|5879|6194|6373|6387|64090|64121|64284|653437|666|6694|7124|7157|7187|728294|7852|79054|79083|796|79781|79919|801|80895|81631|84289|84557|8527|8837|8864|9208|9265|9266|9267|9759|9855
WP5231	Hippocampal synaptogenesis and neurogenesis	https://www.wikipathways.org/instance/WP5231	24	24	wikipathways	CC BY 3.0	10645|10891|127833|1385|1432|1734|1812|3191|4684|5578|5594|5617|596|6195|627|801|814|815|816|84254|894|91683|9252|9378	10645|10891|127833|1385|1432|1734|1812|3191|4684|5578|5594|5617|596|6195|627|801|814|815|816|84254|894|91683|9252|9378
WP5233	Arsenic metabolism and reactive oxygen species generation	https://www.wikipathways.org/instance/WP5233	11	11	wikipathways	CC BY 3.0	28958|4535|476|57412|6389|6647|6648|7386|7416|847|9446	28958|4535|476|57412|6389|6647|6648|7386|7416|847|9446
WP5234	Bardet Biedl syndrome	https://www.wikipathways.org/instance/WP5234	88	88	wikipathways	CC BY 3.0	10806|11020|112752|114327|123016|1258|1259|129880|132320|132884|1406|157657|166379|167691|168507|200894|201163|2121|22858|22897|22954|23059|23432|255758|26146|26160|27031|27130|27241|2736|2737|284086|28981|374654|388939|403|406|4117|4750|4952|49855|51057|51098|51259|5147|51473|51626|51684|51715|5310|5311|5314|54585|54903|55081|55112|55212|55764|56623|5727|57539|57560|57728|582|583|585|6102|6608|7546|755|79659|79738|79809|80173|80184|80199|80258|8195|8239|84100|84314|89891|91147|92482|95681|9657|9731|9742	10806|11020|112752|114327|123016|1258|1259|129880|132320|132884|1406|157657|166379|167691|168507|200894|201163|2121|22858|22897|22954|23059|23432|255758|26146|26160|27031|27130|27241|2736|2737|284086|28981|374654|388939|403|406|4117|4750|4952|49855|51057|51098|51259|5147|51473|51626|51684|51715|5310|5311|5314|54585|54903|55081|55112|55212|55764|56623|5727|57539|57560|57728|582|583|585|6102|6608|7546|755|79659|79738|79809|80173|80184|80199|80258|8195|8239|84100|84314|89891|91147|92482|95681|9657|9731|9742
WP5235	Estradiol regulation in porto sinusoidal vascular disease	https://www.wikipathways.org/instance/WP5235	5	5	wikipathways	CC BY 3.0	2099|3782|6667|6670|801	2099|3782|6667|6670|801
WP5236	Markers of kidney cell lineage	https://www.wikipathways.org/instance/WP5236	59	59	wikipathways	CC BY 3.0	10736|112398|112399|130497|1499|163|1634|1674|182|2018|2056|2138|2252|2253|2297|2668|284252|284654|3172|3195|3371|338917|3791|3815|3975|4086|4090|4435|4851|4868|4907|5076|5087|5159|5175|54361|54583|59|5914|5915|5972|6299|6422|6495|652|655|6927|6928|6943|7040|7474|7490|7827|79633|8313|84870|8854|9096|9423	10736|112398|112399|130497|1499|163|1634|1674|182|2018|2056|2138|2252|2253|2297|2668|284252|284654|3172|3195|3371|338917|3791|3815|3975|4086|4090|4435|4851|4868|4907|5076|5087|5159|5175|54361|54583|59|5914|5915|5972|6299|6422|6495|652|655|6927|6928|6943|7040|7474|7490|7827|79633|8313|84870|8854|9096|9423
WP5238	Cholestasis	https://www.wikipathways.org/instance/WP5238	19	19	wikipathways	CC BY 3.0	10257|1244|2052|3156|3949|5205|5244|6256|64240|64241|6554|6579|6580|8647|8714|9414|949|9970|9971	10257|1244|2052|3156|3949|5205|5244|6256|64240|64241|6554|6579|6580|8647|8714|9414|949|9970|9971
WP5239	Lac Phe pathway	https://www.wikipathways.org/instance/WP5239	2	2	wikipathways	CC BY 3.0	10057|55748	10057|55748
WP524	G13 signaling pathway	https://www.wikipathways.org/instance/WP524	39	38	wikipathways	CC BY 3.0	100505585|10188|10672|1072|1073|10788|11113|1729|23191|387|397|398|3984|4216|4608|4632|5063|5216|5290|5291|5293|5296|5305|5500|5585|5602|57630|5879|6093|6198|6242|7454|801|85415|8826|8976|9138|9475|998	10188|10672|1072|1073|10788|11113|1729|23191|387|397|398|3984|4216|4608|4632|5063|5216|5290|5291|5293|5296|5305|5500|5585|5602|57630|5879|6093|6198|6242|7454|801|85415|8826|8976|9138|9475|998
WP5241	Mitochondrial beta oxidation	https://www.wikipathways.org/instance/WP5241	9	9	wikipathways	CC BY 3.0	10449|1632|1666|1892|1962|2181|3028|33|36	10449|1632|1666|1892|1962|2181|3028|33|36
WP5256	COVID 19 and endothelial cell senescence	https://www.wikipathways.org/instance/WP5256	5	5	wikipathways	CC BY 3.0	196527|23765|3605|7099|84818	196527|23765|3605|7099|84818
WP5269	Genetic causes of porto sinusoidal vascular disease	https://www.wikipathways.org/instance/WP5269	37	37	wikipathways	CC BY 3.0	1535|1536|1716|2099|221336|25998|285203|285556|2969|3516|3692|3782|4688|4689|4790|4851|4855|50508|51119|51142|51311|51523|54106|54567|5594|5595|57514|57572|5879|653361|6667|695|79415|79631|79801|84701|998	1535|1536|1716|2099|221336|25998|285203|285556|2969|3516|3692|3782|4688|4689|4790|4851|4855|50508|51119|51142|51311|51523|54106|54567|5594|5595|57514|57572|5879|653361|6667|695|79415|79631|79801|84701|998
WP5272	LDL influence on CD14 and TLR4	https://www.wikipathways.org/instance/WP5272	24	24	wikipathways	CC BY 3.0	10488|1385|1432|148327|207|3553|3569|3586|468|4790|4791|5600|5603|5966|5970|5971|6300|6347|64764|7099|84699|90993|929|9586	10488|1385|1432|148327|207|3553|3569|3586|468|4790|4791|5600|5603|5966|5970|5971|6300|6347|64764|7099|84699|90993|929|9586
WP5273	Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists	https://www.wikipathways.org/instance/WP5273	8	8	wikipathways	CC BY 3.0	1559|29881|5465|5467|7421|8856|948|949	1559|29881|5465|5467|7421|8856|948|949
WP5275	Ether lipid biosynthesis	https://www.wikipathways.org/instance/WP5275	20	20	wikipathways	CC BY 3.0	10390|23175|25979|387521|410|51555|5189|5191|55711|5824|64900|7368|79888|84188|8443|8504|8540|9409|9514|9663	10390|23175|25979|387521|410|51555|5189|5191|55711|5824|64900|7368|79888|84188|8443|8504|8540|9409|9514|9663
WP5276	Estrogen metabolism	https://www.wikipathways.org/instance/WP5276	24	24	wikipathways	CC BY 3.0	1312|1544|1545|1551|1557|1558|1559|1576|1577|1588|3028|3292|3293|3294|3295|51171|51478|54575|54576|574537|6783|7364|7923|8644	1312|1544|1545|1551|1557|1558|1559|1576|1577|1588|3028|3292|3293|3294|3295|51171|51478|54575|54576|574537|6783|7364|7923|8644
WP5277	Steroid hormone precursor biosynthesis	https://www.wikipathways.org/instance/WP5277	9	9	wikipathways	CC BY 3.0	1583|1586|1589|1645|3283|3284|6715|6716|6718	1583|1586|1589|1645|3283|3284|6715|6716|6718
WP5279	Mineralocorticoid biosynthesis	https://www.wikipathways.org/instance/WP5279	14	14	wikipathways	CC BY 3.0	1109|1584|1585|1589|1645|1646|3290|3291|54575|6715|6716|6718|7364|8644	1109|1584|1585|1589|1645|1646|3290|3291|54575|6715|6716|6718|7364|8644
WP528	Acetylcholine synthesis	https://www.wikipathways.org/instance/WP528	7	7	wikipathways	CC BY 3.0	10400|1103|1119|43|5130|5160|5161	10400|1103|1119|43|5130|5160|5161
WP5280	Glucocorticoid biosynthesis	https://www.wikipathways.org/instance/WP5280	14	14	wikipathways	CC BY 3.0	1109|1576|1584|1585|1589|1645|1646|3290|3291|6715|6716|6718|8644|873	1109|1576|1584|1585|1589|1645|1646|3290|3291|6715|6716|6718|8644|873
WP5283	Chronic hyperglycemia impairment of neuron function	https://www.wikipathways.org/instance/WP5283	46	46	wikipathways	CC BY 3.0	10893|118856|177|23683|4312|4313|4314|4316|4317|4318|4319|4320|4321|4322|4323|4324|4325|4326|4327|4843|5578|5579|5580|5581|5582|5583|5584|5588|5590|627|6334|6335|6336|64066|64386|6513|6515|6616|6652|718|7442|79148|8277|8510|8989|9313	10893|118856|177|23683|4312|4313|4314|4316|4317|4318|4319|4320|4321|4322|4323|4324|4325|4326|4327|4843|5578|5579|5580|5581|5582|5583|5584|5588|5590|627|6334|6335|6336|64066|64386|6513|6515|6616|6652|718|7442|79148|8277|8510|8989|9313
WP5284	Cell interactions of the pancreatic cancer microenvironment	https://www.wikipathways.org/instance/WP5284	26	26	wikipathways	CC BY 3.0	10581|1234|1435|1436|1437|1438|1493|2833|3122|3123|355|356|3627|3791|3902|6347|6352|6387|7040|729230|7422|7852|8829|941|942|9531	10581|1234|1435|1436|1437|1438|1493|2833|3122|3123|355|356|3627|3791|3902|6347|6352|6387|7040|729230|7422|7852|8829|941|942|9531
WP5285	Immune infiltration in pancreatic cancer	https://www.wikipathways.org/instance/WP5285	39	39	wikipathways	CC BY 3.0	112744|1437|2277|27189|27190|2919|3458|3553|3558|3565|3567|3569|3576|3586|3592|3593|3596|3605|3956|3958|3965|4318|51561|53342|56477|6347|6352|6364|6374|6387|64806|7040|7042|7043|7124|7422|7423|7424|83998	112744|1437|2277|27189|27190|2919|3458|3553|3558|3565|3567|3569|3576|3586|3592|3593|3596|3605|3956|3958|3965|4318|51561|53342|56477|6347|6352|6364|6374|6387|64806|7040|7042|7043|7124|7422|7423|7424|83998
WP5287	17q12 copy number variation syndrome	https://www.wikipathways.org/instance/WP5287	101	101	wikipathways	CC BY 3.0	100170841|101060321|101060351|101060376|102723859|102724862|10693|10948|11056|11072|11276|117584|124842|146853|146857|146861|146862|162394|163|201299|2064|22806|246176|256957|26574|284098|284099|284106|2886|30837|31|342618|342667|388372|388381|390790|3927|3975|3980|40|400591|414059|414060|414062|4302|440435|4761|494188|51755|5193|5409|54475|5469|54752|54883|55106|57125|57151|57636|5892|6346|6347|6348|6349|6351|6352|6354|6355|6356|6357|6358|6359|6360|6362|6871|6928|7006|729873|729877|7703|782|79148|79154|79893|79922|80179|80725|8148|8396|84152|84299|84311|84961|8557|91603|91607|91608|93210|9326|9349|9560	100170841|101060321|101060351|101060376|102723859|102724862|10693|10948|11056|11072|11276|117584|124842|146853|146857|146861|146862|162394|163|201299|2064|22806|246176|256957|26574|284098|284099|284106|2886|30837|31|342618|342667|388372|388381|390790|3927|3975|3980|40|400591|414059|414060|414062|4302|440435|4761|494188|51755|5193|5409|54475|5469|54752|54883|55106|57125|57151|57636|5892|6346|6347|6348|6349|6351|6352|6354|6355|6356|6357|6358|6359|6360|6362|6871|6928|7006|729873|729877|7703|782|79148|79154|79893|79922|80179|80725|8148|8396|84152|84299|84311|84961|8557|91603|91607|91608|93210|9326|9349|9560
WP5292	Glycosphingolipid metabolism	https://www.wikipathways.org/instance/WP5292	21	21	wikipathways	CC BY 3.0	10825|127550|129807|2581|2583|2629|2717|410|53947|57704|7357|7368|84002|8702|8703|8707|8708|8869|9331|9334|9514	10825|127550|129807|2581|2583|2629|2717|410|53947|57704|7357|7368|84002|8702|8703|8707|8708|8869|9331|9334|9514
WP5293	Acute myeloid leukemia	https://www.wikipathways.org/instance/WP5293	69	68	wikipathways	CC BY 3.0	10000|100506403|1050|1053|11040|1147|1436|1437|1848|1978|207|208|2209|2322|2475|2735|2885|3265|3551|3562|3684|369|3728|3815|3845|4353|4609|4790|4893|51176|5290|5291|5292|5293|5295|5296|5371|5467|5594|5595|5604|5605|572|5894|5914|595|597|5970|6198|6199|6654|6655|6688|673|6774|6776|6777|6932|6934|7704|83439|8503|8517|861|862|8864|890|8900|929	10000|1050|1053|11040|1147|1436|1437|1848|1978|207|208|2209|2322|2475|2735|2885|3265|3551|3562|3684|369|3728|3815|3845|4353|4609|4790|4893|51176|5290|5291|5292|5293|5295|5296|5371|5467|5594|5595|5604|5605|572|5894|5914|595|597|5970|6198|6199|6654|6655|6688|673|6774|6776|6777|6932|6934|7704|83439|8503|8517|861|862|8864|890|8900|929
WP5294	Sildenafil treatment	https://www.wikipathways.org/instance/WP5294	23	22	wikipathways	CC BY 3.0	10000|10891|155061|207|208|2597|2932|2974|2977|2982|2983|4842|4843|4846|4899|5071|5141|5142|5143|5144|5592|7019|8654	10000|10891|155061|207|208|2597|2932|2977|2982|2983|4842|4843|4846|4899|5071|5141|5142|5143|5144|5592|7019|8654
WP5299	Ganglio series sphingolipid metabolism	https://www.wikipathways.org/instance/WP5299	13	13	wikipathways	CC BY 3.0	10825|129807|2583|29906|3073|3074|338596|6482|6483|6484|6489|8705|8869	10825|129807|2583|29906|3073|3074|338596|6482|6483|6484|6489|8705|8869
WP53	ID signaling pathway	https://www.wikipathways.org/instance/WP53	16	16	wikipathways	CC BY 3.0	1017|2002|2004|2005|3397|3398|3399|4654|5076|5079|5925|5933|5934|6720|7849|898	1017|2002|2004|2005|3397|3398|3399|4654|5076|5079|5925|5933|5934|6720|7849|898
WP530	Cytokines and inflammatory response	https://www.wikipathways.org/instance/WP530	26	26	wikipathways	CC BY 3.0	1435|1437|1440|2919|2920|3122|3123|3456|3458|3552|3553|3558|3562|3565|3567|3569|3574|3586|3589|3593|3596|3600|5154|7040|7124|920	1435|1437|1440|2919|2920|3122|3123|3456|3458|3552|3553|3558|3562|3565|3567|3569|3574|3586|3589|3593|3596|3600|5154|7040|7124|920
WP5300	TROP2 regulatory signaling	https://www.wikipathways.org/instance/WP5300	45	45	wikipathways	CC BY 3.0	1017|1019|1027|1029|10298|10399|1111|1366|1499|1956|2335|3479|3480|3481|3482|3678|3688|3717|3725|4070|4192|4322|4363|4790|4851|5175|5295|5578|5580|5664|5728|5747|581|5879|5925|595|596|6714|6772|7094|7431|898|9076|94|999	1017|1019|1027|1029|10298|10399|1111|1366|1499|1956|2335|3479|3480|3481|3482|3678|3688|3717|3725|4070|4192|4322|4363|4790|4851|5175|5295|5578|5580|5664|5728|5747|581|5879|5925|595|596|6714|6772|7094|7431|898|9076|94|999
WP5303	Lacto series sphingolipid metabolism	https://www.wikipathways.org/instance/WP5303	6	6	wikipathways	CC BY 3.0	2523|2524|2525|84002|8707|8708	2523|2524|2525|84002|8707|8708
WP5304	Cholesterol metabolism	https://www.wikipathways.org/instance/WP5304	72	72	wikipathways	CC BY 3.0	10577|10654|10682|1071|10948|10999|114879|1581|1593|1595|1717|1718|19|2169|2222|2224|255738|26119|27141|27329|29116|29881|3156|3157|335|336|337|338|341|3422|344|345|348|350|39|3930|3931|3949|3988|3990|4018|4023|4035|4043|4047|4245|4547|4597|4598|4864|50814|51128|51478|5360|55908|6272|6307|6309|64240|64241|6646|6713|6770|706|7108|7416|8647|8694|9218|9388|948|949	10577|10654|10682|1071|10948|10999|114879|1581|1593|1595|1717|1718|19|2169|2222|2224|255738|26119|27141|27329|29116|29881|3156|3157|335|336|337|338|341|3422|344|345|348|350|39|3930|3931|3949|3988|3990|4018|4023|4035|4043|4047|4245|4547|4597|4598|4864|50814|51128|51478|5360|55908|6272|6307|6309|64240|64241|6646|6713|6770|706|7108|7416|8647|8694|9218|9388|948|949
WP531	DNA mismatch repair	https://www.wikipathways.org/instance/WP531	23	23	wikipathways	CC BY 3.0	10714|2956|3978|4292|4436|5111|5395|54107|5424|5425|5426|5427|56655|57804|5981|5982|5983|5984|5985|6117|6118|6119|9156	10714|2956|3978|4292|4436|5111|5395|54107|5424|5425|5426|5427|56655|57804|5981|5982|5983|5984|5985|6117|6118|6119|9156
WP5311	Isoglobo series sphingolipids	https://www.wikipathways.org/instance/WP5311	1	1	wikipathways	CC BY 3.0	10317	10317
WP5312	Metabolic pathways of fibroblasts	https://www.wikipathways.org/instance/WP5312	32	32	wikipathways	CC BY 3.0	10536|10609|1902|2260|2264|26227|2645|2744|2746|2821|283208|29968|387|3939|4017|5033|5236|5335|5351|5723|5831|5832|649|6510|6513|6566|7358|7360|871|8974|948|9509	10536|10609|1902|2260|2264|26227|2645|2744|2746|2821|283208|29968|387|3939|4017|5033|5236|5335|5351|5723|5831|5832|649|6510|6513|6566|7358|7360|871|8974|948|9509
WP5313	Carnosine metabolism of glial cells	https://www.wikipathways.org/instance/WP5313	4	4	wikipathways	CC BY 3.0	121260|57571|6533|6565	121260|57571|6533|6565
WP5314	Lactate shuttle in glial cells	https://www.wikipathways.org/instance/WP5314	13	13	wikipathways	CC BY 3.0	256281|3098|3939|3945|6506|6513|6515|6566|760|762|8671|9123|9194	256281|3098|3939|3945|6506|6513|6515|6566|760|762|8671|9123|9194
WP5315	Sebaleic acid formation and metabolism	https://www.wikipathways.org/instance/WP5315	5	5	wikipathways	CC BY 3.0	2180|240|3992|4051|9415	2180|240|3992|4051|9415
WP5316	Primary ovarian insufficiency	https://www.wikipathways.org/instance/WP5316	174	170	wikipathways	CC BY 3.0	10456|10533|105376156|10657|10734|10857|11077|11144|113510|116039|1312|1352|135935|139324|142|1581|1586|1588|1618|1621|164045|171568|1730|186|1901|207|2074|2099|2100|2175|2176|2189|221711|2304|2308|2309|23304|23305|2332|2334|23395|23411|23438|23514|2488|2492|2516|254394|254528|2547|256006|2592|26047|2626|26284|2661|268|269|2701|2778|2827|284403|284417|29893|30812|3123|317761|326|3295|3429|342977|344018|346673|3558|3569|3623|3640|3791|3815|3915|3973|4000|402381|407004|4313|431707|4438|4439|4591|4683|472|4853|5054|5095|5096|5110|5122|5170|5373|5428|5432|54361|5460|54937|55120|55213|5618|56478|56652|56945|56979|57122|57167|5728|5746|57505|57510|57697|5888|59067|594|60674|6134|627|6387|639|641|64374|64506|646|656|657|658|659|668|672|675|6770|693123|7038|7048|7049|7124|7249|7252|7486|7490|7516|7518|7784|79065|80067|8192|84057|84168|84515|84690|84733|857|8626|8890|8891|8892|8893|8894|8991|9156|9210|9241|92667|93|93426|9401|9581	10456|10533|10657|10734|10857|11077|11144|113510|116039|1312|1352|135935|139324|142|1581|1586|1588|1618|1621|164045|171568|1730|186|1901|207|2074|2099|2100|2175|2176|2189|221711|2304|2308|2309|23304|23305|2332|2334|23395|23411|23438|23514|2488|2492|2516|254394|254528|2547|256006|2592|26047|2626|26284|2661|268|269|2701|2778|2827|284403|284417|29893|30812|3123|317761|326|3295|3429|342977|344018|346673|3558|3569|3623|3640|3791|3815|3915|3973|4000|402381|4313|431707|4438|4439|4591|4683|472|4853|5054|5095|5096|5110|5122|5170|5373|5428|5432|54361|5460|54937|55120|55213|5618|56478|56652|56945|56979|57122|57167|5728|5746|57505|57510|57697|5888|59067|594|6134|627|6387|639|641|64374|64506|646|656|657|658|659|668|672|675|6770|7038|7048|7049|7124|7249|7252|7486|7490|7516|7518|7784|79065|80067|8192|84057|84168|84515|84690|84733|857|8626|8890|8891|8892|8893|8894|8991|9156|9210|9241|92667|93|93426|9401|9581
WP5318	Female steroid hormones in cardiomyocyte energy metabolism	https://www.wikipathways.org/instance/WP5318	13	13	wikipathways	CC BY 3.0	133522|208|2099|2101|3032|338|34|4547|47|4846|5465|6517|6794	133522|208|2099|2101|3032|338|34|4547|47|4846|5465|6517|6794
WP5320	Male steroid hormones in cardiomyocyte energy metabolism	https://www.wikipathways.org/instance/WP5320	13	13	wikipathways	CC BY 3.0	1583|1586|1588|3283|3284|3293|3294|51171|54658|6715|6716|6817|8644	1583|1586|1588|3283|3284|3293|3294|51171|54658|6715|6716|6817|8644
WP5321	Prostaglandin and leukotriene metabolism in senescence 	https://www.wikipathways.org/instance/WP5321	34	34	wikipathways	CC BY 3.0	1026|10800|109|127281|23236|23411|239|240|241|246|247|2678|2687|2770|2776|2778|3265|3488|4048|4056|5321|5600|5730|5731|5732|5733|5734|5740|5742|5743|5925|64174|6916|9536	1026|10800|109|127281|23236|23411|239|240|241|246|247|2678|2687|2770|2776|2778|3265|3488|4048|4056|5321|5600|5730|5731|5732|5733|5734|5740|5742|5743|5925|64174|6916|9536
